text,intent,priority,sentiment,needs_handoff
"Please, I need technical support for a connection problem",technical_support,low,neutral,no
"Hello, Calls keep dropping during conversations",technical_support,medium,neutral,no
"Can you help, My data connection is unstable today",technical_support,high,negative,no
"Hi, The app keeps crashing when I open it",technical_support,medium,negative,no
"Hello, My mobile internet is very slow today",technical_support,high,negative,yes
"Hi, My data connection is unstable today right now",technical_support,high,neutral,no
"Hi, Why is my phone signal so weak as soon as possible",technical_support,high,neutral,yes
"Can you help, The service is down in my area urgently",technical_support,high,neutral,no
"Hi, I cannot connect to the broadband service",technical_support,medium,negative,no
"Hello, My data connection is unstable today as soon as possible",technical_support,high,neutral,yes
"Hello, I need technical support for a connection problem today",technical_support,high,neutral,no
"Can you help, The app keeps crashing when I open it right now",technical_support,high,negative,no
"Hello, The service is down in my area",technical_support,high,neutral,yes
My mobile internet is very slow,technical_support,medium,negative,no
"Please, My data connection is unstable today",technical_support,high,negative,no
Calls keep dropping during conversations urgently,technical_support,high,neutral,no
"Hello, My router is not working properly as soon as possible",technical_support,high,neutral,no
"Hello, Why is my phone signal so weak right now",technical_support,high,neutral,yes
"Hi, My mobile internet is very slow",technical_support,medium,negative,yes
"Hello, I cannot connect to the broadband service",technical_support,medium,negative,yes
"Can you help, The app keeps crashing when I open it as soon as possible",technical_support,high,negative,no
"Can you help, I need technical support for a connection problem",technical_support,low,neutral,no
"Hi, The service is down in my area",technical_support,high,neutral,yes
"Hello, The service is down in my area as soon as possible",technical_support,high,neutral,no
"Please, I cannot connect to the broadband service as soon as possible",technical_support,high,negative,yes
"Can you help, I cannot connect to the broadband service",technical_support,high,negative,yes
"Please, I cannot connect to the broadband service",technical_support,high,negative,yes
Why is my phone signal so weak as soon as possible,technical_support,high,neutral,no
"Hello, I need technical support for a connection problem as soon as possible",technical_support,high,neutral,no
"Hello, My data connection is unstable today as soon as possible",technical_support,high,neutral,no
Calls keep dropping during conversations urgently,technical_support,high,neutral,yes
"Please, My data connection is unstable today",technical_support,high,neutral,no
"Hi, The service is down in my area urgently",technical_support,high,neutral,yes
"Can you help, The service is down in my area as soon as possible",technical_support,high,negative,yes
"Hi, I cannot connect to the broadband service right now",technical_support,high,negative,no
"Can you help, My data connection is unstable today today",technical_support,high,neutral,no
"Hi, The network keeps disconnecting today",technical_support,high,negative,no
"Hi, My router is not working properly",technical_support,medium,neutral,no
"Can you help, The app keeps crashing when I open it right now",technical_support,high,negative,yes
"Please, I cannot connect to the broadband service today",technical_support,high,negative,yes
"Hi, My data connection is unstable today today",technical_support,high,neutral,yes
"Can you help, I need technical support for a connection problem today",technical_support,high,negative,no
My mobile internet is very slow,technical_support,low,negative,yes
"Hello, My mobile internet is very slow as soon as possible",technical_support,high,negative,yes
"Hi, My mobile internet is very slow",technical_support,low,negative,yes
"Hi, Why is my phone signal so weak",technical_support,medium,neutral,no
"Hi, The network keeps disconnecting today",technical_support,high,negative,yes
"Please, The app keeps crashing when I open it right now",technical_support,high,negative,yes
The app keeps crashing when I open it as soon as possible,technical_support,high,negative,no
"Please, My data connection is unstable today",technical_support,high,negative,no
"Hi, My router is not working properly today",technical_support,high,neutral,no
"Hi, I cannot connect to the broadband service today",technical_support,high,negative,yes
"Hi, Why is my phone signal so weak",technical_support,low,neutral,no
My data connection is unstable today,technical_support,high,neutral,no
My router is not working properly,technical_support,medium,neutral,no
"Hello, The service is down in my area",technical_support,medium,neutral,yes
The network keeps disconnecting,technical_support,low,negative,no
I need technical support for a connection problem today,technical_support,high,neutral,no
The service is down in my area as soon as possible,technical_support,high,neutral,no
"Hi, Why is my phone signal so weak",technical_support,medium,neutral,yes
The app keeps crashing when I open it today,technical_support,high,negative,yes
The service is down in my area as soon as possible,technical_support,high,neutral,yes
"Please, I cannot connect to the broadband service today",technical_support,high,negative,yes
"Please, My data connection is unstable today urgently",technical_support,high,negative,yes
Calls keep dropping during conversations right now,technical_support,high,neutral,yes
"Hi, The app keeps crashing when I open it",technical_support,low,negative,no
"Can you help, The app keeps crashing when I open it right now",technical_support,high,negative,yes
"Please, Calls keep dropping during conversations right now",technical_support,high,negative,no
"Hi, My mobile internet is very slow urgently",technical_support,high,negative,yes
The network keeps disconnecting,technical_support,medium,negative,no
"Hi, The network keeps disconnecting",technical_support,low,negative,yes
The app keeps crashing when I open it,technical_support,low,negative,no
"Hello, The app keeps crashing when I open it today",technical_support,high,negative,yes
I cannot connect to the broadband service urgently,technical_support,high,negative,no
"Hello, My router is not working properly today",technical_support,high,neutral,yes
The network keeps disconnecting urgently,technical_support,high,negative,yes
"Hi, I cannot connect to the broadband service as soon as possible",technical_support,high,negative,no
"Can you help, My data connection is unstable today as soon as possible",technical_support,high,neutral,no
"Hello, I cannot connect to the broadband service urgently",technical_support,high,negative,no
"Can you help, Calls keep dropping during conversations as soon as possible",technical_support,high,negative,yes
"Can you help, I need technical support for a connection problem",technical_support,low,neutral,no
I cannot connect to the broadband service urgently,technical_support,high,negative,no
"Please, Calls keep dropping during conversations",technical_support,medium,negative,no
"Please, I need technical support for a connection problem as soon as possible",technical_support,high,neutral,yes
"Hi, Calls keep dropping during conversations today",technical_support,high,neutral,no
"Can you help, Calls keep dropping during conversations urgently",technical_support,high,neutral,no
"Hello, My mobile internet is very slow",technical_support,medium,negative,yes
"Please, My data connection is unstable today right now",technical_support,high,negative,yes
"Please, My data connection is unstable today urgently",technical_support,high,negative,yes
"Hi, Calls keep dropping during conversations as soon as possible",technical_support,high,neutral,yes
"Can you help, I cannot connect to the broadband service",technical_support,medium,negative,no
"Hi, The service is down in my area today",technical_support,high,neutral,no
"Hi, The network keeps disconnecting today",technical_support,high,negative,no
"Hi, My router is not working properly as soon as possible",technical_support,high,neutral,no
"Please, Why is my phone signal so weak",technical_support,medium,negative,no
"Hi, The network keeps disconnecting today",technical_support,high,negative,no
"Please, Calls keep dropping during conversations urgently",technical_support,high,negative,no
"Hello, The network keeps disconnecting today",technical_support,high,negative,yes
The network keeps disconnecting today,technical_support,high,negative,no
The service is down in my area,technical_support,medium,neutral,no
"Please, My data connection is unstable today",technical_support,high,negative,yes
"Please, Why is my phone signal so weak",technical_support,medium,negative,no
"Hello, My mobile internet is very slow right now",technical_support,high,negative,no
"I’ve been trying to get into my account since this morning, but it keeps telling me the details don’t match.",account_issue,high,negative,yes
"I reset my password twice already and still cannot sign in on the app.",account_issue,high,negative,yes
"Why does the website log me out every time I try to view my profile?",account_issue,medium,negative,no
"I think my account got locked because I entered the wrong code too many times.",account_issue,medium,negative,no
"My mobile app keeps asking me to verify again even though I already did that last week.",account_issue,medium,neutral,no
"I can receive OTP on email but not on my phone, so I’m stuck at login.",account_issue,high,negative,yes
"It says my account doesn’t exist, but I’ve been using this number for years.",account_issue,high,negative,yes
"I changed phones and now I cannot access my account settings anymore.",account_issue,medium,negative,no
"Login works on laptop but not on mobile, and I’m not sure what’s wrong.",account_issue,medium,neutral,no
"I was suddenly signed out everywhere and now I cannot get back in.",account_issue,high,negative,yes
"My latest bill is much higher than usual and I don’t understand why.",billing,high,negative,yes
"I thought I already paid, but the system still shows an outstanding balance.",billing,medium,negative,no
"There’s a charge on my statement that I don’t recognize at all.",billing,high,negative,yes
"Can someone explain why I was billed even after changing my plan?",billing,medium,negative,yes
"I was expecting a smaller amount this month, so something feels off.",billing,medium,negative,no
"Why am I seeing two separate deductions for what looks like the same service?",billing,high,negative,yes
"My invoice date seems different this time and I’m confused about what period I’m paying for.",billing,low,neutral,no
"I was told the fee would be waived, but it’s still showing on the bill.",billing,medium,negative,yes
"I just want to check whether this extra amount is tax or some other charge.",billing,low,neutral,no
"The app says payment failed, but money already left my bank account.",billing,high,negative,yes
"I don’t really use this line anymore, so I’m thinking of ending it.",cancellation,medium,neutral,no
"What’s the process if I want to stop my service after this month?",cancellation,medium,neutral,no
"I’m moving overseas soon and probably won’t need this number after that.",cancellation,medium,neutral,yes
"Please let me know if there’s any penalty for closing the account early.",cancellation,medium,neutral,yes
"I want to discontinue the broadband, but I’m still under contract.",cancellation,high,negative,yes
"Can I terminate just one line from my family plan?",cancellation,medium,neutral,yes
"I’ve already switched provider, so I need this account closed properly.",cancellation,high,negative,yes
"I don’t want the service to renew automatically next cycle.",cancellation,medium,negative,no
"Can someone help me cancel without losing my current number first?",cancellation,high,negative,yes
"I was charged again even though I thought the service had already been stopped.",cancellation,high,negative,yes
"I’ve contacted support a few times already and nothing has actually been fixed.",complaint,high,negative,yes
"This is honestly getting frustrating because I keep getting different answers from different agents.",complaint,high,negative,yes
"The issue may be small, but the way it was handled was really disappointing.",complaint,medium,negative,yes
"I waited so long just to be told to try again later, which isn’t helpful at all.",complaint,medium,negative,yes
"I’m unhappy with how this was resolved because I’m still facing the same problem.",complaint,high,negative,yes
"Nobody followed up after promising they would, so I need someone to look into this properly.",complaint,high,negative,yes
"The service itself is okay, but customer support has been very poor.",complaint,medium,negative,yes
"I’m not satisfied with the explanation I received regarding my earlier report.",complaint,medium,negative,yes
"This experience has been much worse than I expected from your company.",complaint,medium,negative,yes
"I’d like to raise a formal complaint about how my request was handled.",complaint,high,negative,yes
"I’m considering moving to a plan with more data because mine runs out too fast.",plan_change,medium,neutral,no
"Can I switch to something cheaper without changing my number?",plan_change,medium,neutral,no
"My current package doesn’t really match how I use my phone anymore.",plan_change,low,neutral,no
"I need more roaming included, so I’m looking at other plan options.",plan_change,medium,neutral,no
"Is there a way to downgrade after this billing cycle ends?",plan_change,medium,neutral,no
"I want to move to a higher-speed broadband package if possible.",plan_change,medium,positive,no
"Can I change my plan now, or do I have to wait until contract renewal?",plan_change,medium,neutral,yes
"The sales person mentioned another package that might suit me better.",plan_change,low,neutral,no
"I’m paying for benefits I don’t use, so I’d rather switch to something simpler.",plan_change,medium,neutral,no
"I need a plan that covers both calls and more data since my usage changed recently.",plan_change,medium,neutral,no
"I’m landing in Japan tomorrow and I’m not sure whether my line will work there.",roaming,high,anxious,yes
"My data stopped working the moment I crossed the border.",roaming,high,negative,yes
"Do I need to turn on anything before using my phone overseas?",roaming,medium,neutral,no
"I got a message about international charges and now I’m worried I enabled something by accident.",roaming,medium,anxious,no
"Calls are going through overseas, but mobile data isn’t connecting at all.",roaming,high,negative,yes
"I’ll be travelling for a week and want to avoid unexpected roaming fees.",roaming,medium,neutral,no
"Can I still receive OTP when I’m outside the country?",roaming,medium,neutral,no
"My phone shows signal abroad, but nothing actually loads.",roaming,high,negative,yes
"I think I bought the travel add-on, but I’m not seeing it reflected anywhere.",roaming,medium,negative,yes
"Will my existing plan cover usage in Malaysia, or do I need an extra pass?",roaming,low,neutral,no
"My SIM suddenly isn’t being detected after I restarted the phone.",sim_issue,high,negative,yes
"I inserted the card into another device and it still says no SIM.",sim_issue,high,negative,yes
"The line was fine yesterday, but now I have no service and I’m wondering if the SIM is damaged.",sim_issue,high,negative,yes
"Can I replace my SIM without changing my number?",sim_issue,medium,neutral,no
"The tray reads the SIM on and off, so connection keeps dropping.",sim_issue,medium,negative,yes
"I switched to a new phone and now the card doesn’t seem to work properly.",sim_issue,medium,negative,no
"Is eSIM available instead of getting a physical replacement?",sim_issue,low,neutral,no
"My phone asks for a SIM PIN that I don’t remember setting.",sim_issue,medium,negative,yes
"I think my SIM stopped working after I cut it to fit an older device.",sim_issue,medium,negative,no
"I lost my SIM card and need to secure the line before someone else uses it.",sim_issue,high,anxious,yes
"My internet has been unusually slow for the past two days even after restarting the router.",technical_support,medium,negative,no
"The app crashes whenever I try to open the support section.",technical_support,medium,negative,no
"I cannot make calls even though the signal bars look normal.",technical_support,high,negative,yes
"Messages are delayed and sometimes never arrive at all.",technical_support,medium,negative,no
"Broadband keeps disconnecting randomly, especially at night.",technical_support,high,negative,yes
"The connection works for browsing but video calls keep freezing badly.",technical_support,medium,negative,no
"I’m having trouble setting up the new modem because the light stays red.",technical_support,high,negative,yes
"My phone shows 5G, but speeds feel worse than before.",technical_support,medium,negative,no
"Everything was working until the latest app update, and now features won’t load.",technical_support,medium,negative,no
"There seems to be some network issue in my area because several of us cannot connect.",technical_support,high,negative,yes
